chamber,date.time,air.temp
1,7/15/22 17:00,24.062
1,7/15/22 17:15,23.292
1,7/15/22 17:30,23.196
1,7/15/22 17:45,23.196
1,7/15/22 18:00,23.292
1,7/15/22 18:15,23.292
1,7/15/22 18:30,23.292
1,7/15/22 18:45,23.196
1,7/15/22 19:00,23.196
1,7/15/22 19:15,23.196
1,7/15/22 19:30,23.196
1,7/15/22 19:45,23.196
1,7/15/22 20:00,23.196
1,7/15/22 20:15,23.196
1,7/15/22 20:30,23.196
1,7/15/22 20:45,23.196
1,7/15/22 21:00,23.196
1,7/15/22 21:15,23.196
1,7/15/22 21:30,23.196
1,7/15/22 21:45,23.196
1,7/15/22 22:00,23.196
1,7/15/22 22:15,23.1
1,7/15/22 22:30,23.1
1,7/15/22 22:45,23.1
1,7/15/22 23:00,22.812
1,7/15/22 23:15,22.812
1,7/15/22 23:30,22.812
1,7/15/22 23:45,19.662
1,7/16/22 0:00,18.521
1,7/16/22 0:15,18.806
1,7/16/22 0:30,18.711
1,7/16/22 0:45,18.711
1,7/16/22 1:00,18.806
1,7/16/22 1:15,15.855
1,7/16/22 1:30,15.378
1,7/16/22 1:45,15.569
1,7/16/22 2:00,15.76
1,7/16/22 2:15,15.664
1,7/16/22 2:30,15.569
1,7/16/22 2:45,15.569
1,7/16/22 3:00,15.473
1,7/16/22 3:15,15.473
1,7/16/22 3:30,15.569
1,7/16/22 3:45,15.569
1,7/16/22 4:00,15.664
1,7/16/22 4:15,15.664
1,7/16/22 4:30,15.664
1,7/16/22 4:45,15.473
1,7/16/22 5:00,15.569
1,7/16/22 5:15,15.664
1,7/16/22 5:30,15.569
1,7/16/22 5:45,15.378
1,7/16/22 6:00,15.282
1,7/16/22 6:15,15.091
1,7/16/22 6:30,14.9
1,7/16/22 6:45,14.9
1,7/16/22 7:00,14.804
1,7/16/22 7:15,14.709
1,7/16/22 7:30,14.613
1,7/16/22 7:45,14.613
1,7/16/22 8:00,14.517
1,7/16/22 8:15,14.421
1,7/16/22 8:30,14.613
1,7/16/22 8:45,14.325
1,7/16/22 9:00,13.654
1,7/16/22 9:15,16.903
1,7/16/22 9:30,18.331
1,7/16/22 9:45,18.996
1,7/16/22 10:00,19.472
1,7/16/22 10:15,19.662
1,7/16/22 10:30,19.853
1,7/16/22 10:45,21.855
1,7/16/22 11:00,22.717
1,7/16/22 11:15,22.908
1,7/16/22 11:30,23.388
1,7/16/22 11:45,23.869
1,7/16/22 12:00,23.869
1,7/16/22 12:15,23.869
1,7/16/22 12:30,23.869
1,7/16/22 12:45,23.773
1,7/16/22 13:00,23.773
1,7/16/22 13:15,23.773
1,7/16/22 13:30,23.773
1,7/16/22 13:45,23.773
1,7/16/22 14:00,23.773
1,7/16/22 14:15,23.677
1,7/16/22 14:30,23.677
1,7/16/22 14:45,23.677
1,7/16/22 15:00,23.677
1,7/16/22 15:15,23.677
1,7/16/22 15:30,23.677
1,7/16/22 15:45,23.677
1,7/16/22 16:00,23.677
1,7/16/22 16:15,23.677
1,7/16/22 16:30,23.677
1,7/16/22 16:45,23.677
1,7/16/22 17:00,23.677
1,7/16/22 17:15,23.677
1,7/16/22 17:30,23.677
1,7/16/22 17:45,23.677
1,7/16/22 18:00,23.581
1,7/16/22 18:15,23.581
1,7/16/22 18:30,23.581
1,7/16/22 18:45,23.677
1,7/16/22 19:00,23.677
1,7/16/22 19:15,23.677
1,7/16/22 19:30,23.677
1,7/16/22 19:45,23.677
1,7/16/22 20:00,23.677
1,7/16/22 20:15,23.677
1,7/16/22 20:30,23.677
1,7/16/22 20:45,23.677
1,7/16/22 21:00,23.677
1,7/16/22 21:15,23.581
1,7/16/22 21:30,23.581
1,7/16/22 21:45,23.581
1,7/16/22 22:00,23.677
1,7/16/22 22:15,23.677
1,7/16/22 22:30,23.581
