chamber,date.time,air.temp
6,7/15/22 17:00,24.545
6,7/15/22 17:15,25.902
6,7/15/22 17:30,26.292
6,7/15/22 17:45,26.097
6,7/15/22 18:00,26
6,7/15/22 18:15,26
6,7/15/22 18:30,26
6,7/15/22 18:45,26
6,7/15/22 19:00,26
6,7/15/22 19:15,26
6,7/15/22 19:30,25.902
6,7/15/22 19:45,26
6,7/15/22 20:00,26
6,7/15/22 20:15,26
6,7/15/22 20:30,26
6,7/15/22 20:45,26
6,7/15/22 21:00,26
6,7/15/22 21:15,26
6,7/15/22 21:30,26
6,7/15/22 21:45,26
6,7/15/22 22:00,26
6,7/15/22 22:15,26
6,7/15/22 22:30,26
6,7/15/22 22:45,26
6,7/15/22 23:00,25.708
6,7/15/22 23:15,25.513
6,7/15/22 23:30,25.416
6,7/15/22 23:45,23.677
6,7/16/22 0:00,21.569
6,7/16/22 0:15,21.951
6,7/16/22 0:30,22.142
6,7/16/22 0:45,22.238
6,7/16/22 1:00,22.238
6,7/16/22 1:15,16.427
6,7/16/22 1:30,11.819
6,7/16/22 1:45,10.651
6,7/16/22 2:00,11.236
6,7/16/22 2:15,11.722
6,7/16/22 2:30,11.819
6,7/16/22 2:45,11.916
6,7/16/22 3:00,12.013
6,7/16/22 3:15,11.916
6,7/16/22 3:30,11.819
6,7/16/22 3:45,11.722
6,7/16/22 4:00,11.528
6,7/16/22 4:15,11.431
6,7/16/22 4:30,11.334
6,7/16/22 4:45,11.139
6,7/16/22 5:00,11.041
6,7/16/22 5:15,10.846
6,7/16/22 5:30,10.748
6,7/16/22 5:45,10.651
6,7/16/22 6:00,10.553
6,7/16/22 6:15,10.357
6,7/16/22 6:30,10.259
6,7/16/22 6:45,10.161
6,7/16/22 7:00,10.063
6,7/16/22 7:15,9.866
6,7/16/22 7:30,9.866
6,7/16/22 7:45,9.669
6,7/16/22 8:00,9.669
6,7/16/22 8:15,9.571
6,7/16/22 8:30,12.207
6,7/16/22 8:45,13.654
6,7/16/22 9:00,13.365
6,7/16/22 9:15,15.76
6,7/16/22 9:30,19.187
6,7/16/22 9:45,21.187
6,7/16/22 10:00,21.76
6,7/16/22 10:15,21.951
6,7/16/22 10:30,21.76
6,7/16/22 10:45,23.388
6,7/16/22 11:00,24.931
6,7/16/22 11:15,25.222
6,7/16/22 11:30,25.416
6,7/16/22 11:45,25.513
6,7/16/22 12:00,26.683
6,7/16/22 12:15,25.222
6,7/16/22 12:30,24.835
6,7/16/22 12:45,25.222
6,7/16/22 13:00,25.416
6,7/16/22 13:15,25.61
6,7/16/22 13:30,25.513
6,7/16/22 13:45,25.513
6,7/16/22 14:00,25.416
6,7/16/22 14:15,25.416
6,7/16/22 14:30,25.416
6,7/16/22 14:45,25.416
6,7/16/22 15:00,25.416
6,7/16/22 15:15,25.416
6,7/16/22 15:30,25.319
6,7/16/22 15:45,25.319
6,7/16/22 16:00,25.319
6,7/16/22 16:15,25.319
6,7/16/22 16:30,25.416
6,7/16/22 16:45,25.319
6,7/16/22 17:00,25.319
6,7/16/22 17:15,25.319
6,7/16/22 17:30,25.319
6,7/16/22 17:45,25.319
6,7/16/22 18:00,25.319
6,7/16/22 18:15,25.319
6,7/16/22 18:30,25.319
6,7/16/22 18:45,25.319
6,7/16/22 19:00,25.222
6,7/16/22 19:15,25.319
6,7/16/22 19:30,25.319
6,7/16/22 19:45,25.319
6,7/16/22 20:00,25.222
6,7/16/22 20:15,25.125
6,7/16/22 20:30,25.125
6,7/16/22 20:45,25.319
6,7/16/22 21:00,25.416
6,7/16/22 21:15,25.319
6,7/16/22 21:30,25.319
6,7/16/22 21:45,25.222
6,7/16/22 22:00,25.222
6,7/16/22 22:15,25.416
6,7/16/22 22:30,25.513
6,7/16/22 22:45,25.416
6,7/16/22 23:00,24.738
6,7/16/22 23:15,24.448
6,7/16/22 23:30,24.931
6,7/16/22 23:45,21.855
6,7/17/22 0:00,21.473
6,7/17/22 0:15,21.76
6,7/17/22 0:30,21.664
6,7/17/22 0:45,21.664
6,7/17/22 1:00,21.664
6,7/17/22 1:15,18.616
6,7/17/22 1:30,15.76
6,7/17/22 1:45,14.709
6,7/17/22 2:00,14.23
6,7/17/22 2:15,13.942
6,7/17/22 2:30,13.654
6,7/17/22 2:45,13.365
6,7/17/22 3:00,13.076
6,7/17/22 3:15,12.787
6,7/17/22 3:30,12.594
6,7/17/22 3:45,12.304
6,7/17/22 4:00,12.11
6,7/17/22 4:15,11.916
6,7/17/22 4:30,11.722
6,7/17/22 4:45,11.528
6,7/17/22 5:00,11.334
6,7/17/22 5:15,11.139
6,7/17/22 5:30,10.944
6,7/17/22 5:45,10.846
6,7/17/22 6:00,10.748
6,7/17/22 6:15,10.553
6,7/17/22 6:30,10.357
6,7/17/22 6:45,10.259
6,7/17/22 7:00,10.161
6,7/17/22 7:15,9.965
6,7/17/22 7:30,9.866
6,7/17/22 7:45,9.768
6,7/17/22 8:00,9.669
6,7/17/22 8:15,9.571
6,7/17/22 8:30,10.161
6,7/17/22 8:45,12.207
6,7/17/22 9:00,12.401
6,7/17/22 9:15,14.804
6,7/17/22 9:30,18.236
6,7/17/22 9:45,20.234
6,7/17/22 10:00,21.378
6,7/17/22 10:15,21.091
6,7/17/22 10:30,21.664
6,7/17/22 10:45,23.966
6,7/17/22 11:00,25.222
6,7/17/22 11:15,25.416
6,7/17/22 11:30,25.708
6,7/17/22 11:45,25.902
6,7/17/22 12:00,25.902
6,7/17/22 12:15,25.902
6,7/17/22 12:30,25.902
6,7/17/22 12:45,25.902
6,7/17/22 13:00,25.902
6,7/17/22 13:15,25.805
6,7/17/22 13:30,25.805
6,7/17/22 13:45,25.902
6,7/17/22 14:00,25.805
6,7/17/22 14:15,25.805
6,7/17/22 14:30,25.805
6,7/17/22 14:45,25.805
6,7/17/22 15:00,25.708
6,7/17/22 15:15,25.708
6,7/17/22 15:30,25.708
6,7/17/22 15:45,25.61
6,7/17/22 16:00,25.61
6,7/17/22 16:15,25.708
6,7/17/22 16:30,25.61
6,7/17/22 16:45,25.61
6,7/17/22 17:00,25.61
6,7/17/22 17:15,25.61
6,7/17/22 17:30,25.61
6,7/17/22 17:45,25.61
6,7/17/22 18:00,25.61
6,7/17/22 18:15,25.61
6,7/17/22 18:30,25.61
6,7/17/22 18:45,25.61
6,7/17/22 19:00,25.61
6,7/17/22 19:15,25.61
6,7/17/22 19:30,25.61
6,7/17/22 19:45,25.61
6,7/17/22 20:00,25.61
6,7/17/22 20:15,25.513
6,7/17/22 20:30,25.61
6,7/17/22 20:45,25.61
6,7/17/22 21:00,25.61
6,7/17/22 21:15,25.61
6,7/17/22 21:30,25.61
6,7/17/22 21:45,25.513
6,7/17/22 22:00,25.513
6,7/17/22 22:15,25.513
6,7/17/22 22:30,25.513
6,7/17/22 22:45,25.513
6,7/17/22 23:00,25.222
6,7/17/22 23:15,25.125
6,7/17/22 23:30,24.835
6,7/17/22 23:45,22.717
6,7/18/22 0:00,21.091
6,7/18/22 0:15,21.664
6,7/18/22 0:30,21.76
6,7/18/22 0:45,21.855
6,7/18/22 1:00,21.951
6,7/18/22 1:15,18.996
6,7/18/22 1:30,15.855
6,7/18/22 1:45,14.517
6,7/18/22 2:00,13.846
6,7/18/22 2:15,13.461
6,7/18/22 2:30,13.173
6,7/18/22 2:45,12.883
6,7/18/22 3:00,12.594
