chamber,date.time,air.temp
3,7/15/22 17:00,24.158
3,7/15/22 17:15,24.545
3,7/15/22 17:30,24.641
3,7/15/22 17:45,24.545
3,7/15/22 18:00,24.545
3,7/15/22 18:15,24.545
3,7/15/22 18:30,24.448
3,7/15/22 18:45,24.448
3,7/15/22 19:00,24.448
3,7/15/22 19:15,24.448
3,7/15/22 19:30,24.448
3,7/15/22 19:45,24.448
3,7/15/22 20:00,24.448
3,7/15/22 20:15,24.448
3,7/15/22 20:30,24.448
3,7/15/22 20:45,24.448
3,7/15/22 21:00,24.351
3,7/15/22 21:15,24.448
3,7/15/22 21:30,24.351
3,7/15/22 21:45,24.351
3,7/15/22 22:00,24.448
3,7/15/22 22:15,24.448
3,7/15/22 22:30,24.351
3,7/15/22 22:45,24.448
3,7/15/22 23:00,24.158
3,7/15/22 23:15,24.255
3,7/15/22 23:30,24.062
3,7/15/22 23:45,22.429
3,7/16/22 0:00,21.282
3,7/16/22 0:15,21.282
3,7/16/22 0:30,20.615
3,7/16/22 0:45,19.472
3,7/16/22 1:00,18.711
3,7/16/22 1:15,17.379
3,7/16/22 1:30,18.236
3,7/16/22 1:45,18.616
3,7/16/22 2:00,18.616
3,7/16/22 2:15,18.616
3,7/16/22 2:30,18.521
3,7/16/22 2:45,18.616
3,7/16/22 3:00,18.521
3,7/16/22 3:15,18.616
3,7/16/22 3:30,18.616
3,7/16/22 3:45,18.616
3,7/16/22 4:00,18.616
3,7/16/22 4:15,18.616
3,7/16/22 4:30,18.616
3,7/16/22 4:45,18.616
3,7/16/22 5:00,18.616
3,7/16/22 5:15,18.616
3,7/16/22 5:30,18.616
3,7/16/22 5:45,18.616
3,7/16/22 6:00,18.616
3,7/16/22 6:15,18.616
3,7/16/22 6:30,18.616
3,7/16/22 6:45,18.616
3,7/16/22 7:00,18.616
3,7/16/22 7:15,18.616
3,7/16/22 7:30,18.616
3,7/16/22 7:45,18.616
3,7/16/22 8:00,18.711
3,7/16/22 8:15,18.616
3,7/16/22 8:30,18.901
3,7/16/22 8:45,18.14
3,7/16/22 9:00,18.426
3,7/16/22 9:15,17.95
3,7/16/22 9:30,17.379
3,7/16/22 9:45,16.808
3,7/16/22 10:00,16.999
3,7/16/22 10:15,17.665
3,7/16/22 10:30,18.14
3,7/16/22 10:45,18.806
3,7/16/22 11:00,19.567
3,7/16/22 11:15,20.138
3,7/16/22 11:30,21.855
3,7/16/22 11:45,22.908
3,7/16/22 12:00,23.484
3,7/16/22 12:15,23.869
3,7/16/22 12:30,24.255
3,7/16/22 12:45,24.641
3,7/16/22 13:00,24.931
3,7/16/22 13:15,24.931
3,7/16/22 13:30,24.931
3,7/16/22 13:45,24.931
3,7/16/22 14:00,24.835
3,7/16/22 14:15,24.931
3,7/16/22 14:30,24.931
3,7/16/22 14:45,24.835
3,7/16/22 15:00,24.931
3,7/16/22 15:15,24.835
3,7/16/22 15:30,24.835
3,7/16/22 15:45,24.835
3,7/16/22 16:00,24.835
3,7/16/22 16:15,24.835
3,7/16/22 16:30,24.835
3,7/16/22 16:45,24.835
3,7/16/22 17:00,24.835
3,7/16/22 17:15,24.835
3,7/16/22 17:30,24.738
3,7/16/22 17:45,24.738
3,7/16/22 18:00,24.835
3,7/16/22 18:15,24.738
3,7/16/22 18:30,24.738
3,7/16/22 18:45,24.738
3,7/16/22 19:00,24.738
3,7/16/22 19:15,24.738
3,7/16/22 19:30,24.835
3,7/16/22 19:45,24.738
3,7/16/22 20:00,24.738
3,7/16/22 20:15,24.738
3,7/16/22 20:30,24.738
3,7/16/22 20:45,24.738
3,7/16/22 21:00,24.738
3,7/16/22 21:15,24.738
3,7/16/22 21:30,24.738
3,7/16/22 21:45,24.738
3,7/16/22 22:00,24.738
3,7/16/22 22:15,24.738
3,7/16/22 22:30,24.738
3,7/16/22 22:45,24.738
3,7/16/22 23:00,24.351
3,7/16/22 23:15,24.545
3,7/16/22 23:30,24.835
3,7/16/22 23:45,22.525
3,7/17/22 0:00,21.76
3,7/17/22 0:15,21.76
3,7/17/22 0:30,21.282
3,7/17/22 0:45,20.424
3,7/17/22 1:00,19.662
3,7/17/22 1:15,17.76
3,7/17/22 1:30,17.95
3,7/17/22 1:45,18.331
3,7/17/22 2:00,18.331
3,7/17/22 2:15,18.331
3,7/17/22 2:30,18.331
3,7/17/22 2:45,18.331
3,7/17/22 3:00,18.331
3,7/17/22 3:15,18.331
3,7/17/22 3:30,18.331
3,7/17/22 3:45,18.331
3,7/17/22 4:00,18.331
3,7/17/22 4:15,18.331
3,7/17/22 4:30,18.331
3,7/17/22 4:45,18.331
3,7/17/22 5:00,18.331
3,7/17/22 5:15,18.331
3,7/17/22 5:30,18.331
3,7/17/22 5:45,18.331
3,7/17/22 6:00,18.331
3,7/17/22 6:15,18.331
3,7/17/22 6:30,18.426
3,7/17/22 6:45,18.426
3,7/17/22 7:00,18.426
3,7/17/22 7:15,18.426
3,7/17/22 7:30,18.426
3,7/17/22 7:45,18.426
3,7/17/22 8:00,18.426
3,7/17/22 8:15,18.331
3,7/17/22 8:30,18.331
3,7/17/22 8:45,18.426
3,7/17/22 9:00,18.426
3,7/17/22 9:15,18.14
3,7/17/22 9:30,17.665
3,7/17/22 9:45,17.189
3,7/17/22 10:00,17.379
3,7/17/22 10:15,19.282
3,7/17/22 10:30,19.758
3,7/17/22 10:45,19.567
3,7/17/22 11:00,19.662
3,7/17/22 11:15,19.853
3,7/17/22 11:30,20.329
3,7/17/22 11:45,20.996
3,7/17/22 12:00,21.569
3,7/17/22 12:15,22.046
3,7/17/22 12:30,22.429
3,7/17/22 12:45,22.812
3,7/17/22 13:00,23.1
3,7/17/22 13:15,23.388
3,7/17/22 13:30,23.581
3,7/17/22 13:45,23.869
3,7/17/22 14:00,24.062
3,7/17/22 14:15,24.255
3,7/17/22 14:30,24.351
3,7/17/22 14:45,24.351
3,7/17/22 15:00,24.351
3,7/17/22 15:15,24.351
3,7/17/22 15:30,24.351
3,7/17/22 15:45,24.351
3,7/17/22 16:00,24.351
3,7/17/22 16:15,24.351
3,7/17/22 16:30,24.351
3,7/17/22 16:45,24.351
3,7/17/22 17:00,24.351
3,7/17/22 17:15,24.351
3,7/17/22 17:30,24.255
3,7/17/22 17:45,24.351
3,7/17/22 18:00,24.351
3,7/17/22 18:15,24.351
3,7/17/22 18:30,24.351
3,7/17/22 18:45,24.351
3,7/17/22 19:00,24.351
3,7/17/22 19:15,24.255
3,7/17/22 19:30,24.351
3,7/17/22 19:45,24.351
3,7/17/22 20:00,24.255
3,7/17/22 20:15,24.351
3,7/17/22 20:30,24.351
3,7/17/22 20:45,24.351
3,7/17/22 21:00,24.351
3,7/17/22 21:15,24.351
3,7/17/22 21:30,24.351
3,7/17/22 21:45,24.351
3,7/17/22 22:00,24.351
3,7/17/22 22:15,24.351
3,7/17/22 22:30,24.351
3,7/17/22 22:45,24.351
3,7/17/22 23:00,24.255
3,7/17/22 23:15,24.062
3,7/17/22 23:30,23.869
3,7/17/22 23:45,22.525
3,7/18/22 0:00,21.378
3,7/18/22 0:15,21.282
3,7/18/22 0:30,20.519
3,7/18/22 0:45,19.567
3,7/18/22 1:00,18.616
3,7/18/22 1:15,17.284
3,7/18/22 1:30,18.236
3,7/18/22 1:45,18.616
3,7/18/22 2:00,18.616
3,7/18/22 2:15,18.616
3,7/18/22 2:30,18.616
3,7/18/22 2:45,18.521
3,7/18/22 3:00,18.521
3,7/18/22 3:15,18.616
3,7/18/22 3:30,18.616
3,7/18/22 3:45,18.616
3,7/18/22 4:00,18.616
3,7/18/22 4:15,18.616
3,7/18/22 4:30,18.616
3,7/18/22 4:45,18.616
3,7/18/22 5:00,18.616
3,7/18/22 5:15,18.616
3,7/18/22 5:30,18.616
3,7/18/22 5:45,18.616
3,7/18/22 6:00,18.616
3,7/18/22 6:15,18.616
3,7/18/22 6:30,18.616
3,7/18/22 6:45,18.616
3,7/18/22 7:00,18.616
3,7/18/22 7:15,18.616
3,7/18/22 7:30,18.616
3,7/18/22 7:45,18.616
3,7/18/22 8:00,18.616
3,7/18/22 8:15,18.616
3,7/18/22 8:30,18.616
3,7/18/22 8:45,18.616
3,7/18/22 9:00,18.616
3,7/18/22 9:15,18.996
3,7/18/22 9:30,17.95
3,7/18/22 9:45,16.808
3,7/18/22 10:00,16.618
3,7/18/22 10:15,16.999
3,7/18/22 10:30,17.284
3,7/18/22 10:45,17.855
3,7/18/22 11:00,18.331
3,7/18/22 11:15,18.806
3,7/18/22 11:30,19.662
3,7/18/22 11:45,20.519
3,7/18/22 12:00,21.187
3,7/18/22 12:15,21.76
3,7/18/22 12:30,22.238
3,7/18/22 12:45,22.621
3,7/18/22 13:00,23.004
3,7/18/22 13:15,23.292
3,7/18/22 13:30,23.484
3,7/18/22 13:45,23.773
3,7/18/22 14:00,23.966
3,7/18/22 14:15,24.158
3,7/18/22 14:30,24.255
3,7/18/22 14:45,24.448
3,7/18/22 15:00,24.641
3,7/18/22 15:15,24.835
3,7/18/22 15:30,24.835
3,7/18/22 15:45,24.738
3,7/18/22 16:00,24.738
3,7/18/22 16:15,24.738
3,7/18/22 16:30,24.738
3,7/18/22 16:45,24.738
3,7/18/22 17:00,24.835
