chamber,date.time,air.temp
5,7/15/22 17:00,24.255
5,7/15/22 17:15,26
5,7/15/22 17:30,26.39
5,7/15/22 17:45,26.195
5,7/15/22 18:00,26.097
5,7/15/22 18:15,26.097
5,7/15/22 18:30,26.097
5,7/15/22 18:45,26.097
5,7/15/22 19:00,26.097
5,7/15/22 19:15,26.097
5,7/15/22 19:30,26.195
5,7/15/22 19:45,26.097
5,7/15/22 20:00,26.097
5,7/15/22 20:15,26.097
5,7/15/22 20:30,26.097
5,7/15/22 20:45,26.097
5,7/15/22 21:00,26.097
5,7/15/22 21:15,26.097
5,7/15/22 21:30,26.097
5,7/15/22 21:45,26.097
5,7/15/22 22:00,26.097
5,7/15/22 22:15,26.097
5,7/15/22 22:30,26.097
5,7/15/22 22:45,26.097
5,7/15/22 23:00,25.805
5,7/15/22 23:15,25.805
5,7/15/22 23:30,25.902
5,7/15/22 23:45,24.351
5,7/16/22 0:00,23.196
5,7/16/22 0:15,23.1
5,7/16/22 0:30,22.717
5,7/16/22 0:45,21.664
5,7/16/22 1:00,20.71
5,7/16/22 1:15,19.662
5,7/16/22 1:30,18.426
5,7/16/22 1:45,17.855
5,7/16/22 2:00,17.95
5,7/16/22 2:15,17.76
5,7/16/22 2:30,17.57
5,7/16/22 2:45,17.379
5,7/16/22 3:00,17.284
5,7/16/22 3:15,17.189
5,7/16/22 3:30,17.189
5,7/16/22 3:45,17.094
5,7/16/22 4:00,17.094
5,7/16/22 4:15,16.999
5,7/16/22 4:30,16.903
5,7/16/22 4:45,16.808
5,7/16/22 5:00,16.713
5,7/16/22 5:15,16.618
5,7/16/22 5:30,16.618
5,7/16/22 5:45,16.523
5,7/16/22 6:00,16.427
5,7/16/22 6:15,16.427
5,7/16/22 6:30,16.332
5,7/16/22 6:45,16.237
5,7/16/22 7:00,16.237
5,7/16/22 7:15,16.141
5,7/16/22 7:30,16.141
5,7/16/22 7:45,16.046
5,7/16/22 8:00,15.951
5,7/16/22 8:15,15.951
5,7/16/22 8:30,15.664
5,7/16/22 8:45,15.951
5,7/16/22 9:00,16.523
5,7/16/22 9:15,18.426
5,7/16/22 9:30,21.664
5,7/16/22 9:45,23.004
5,7/16/22 10:00,23.484
5,7/16/22 10:15,23.484
5,7/16/22 10:30,23.388
5,7/16/22 10:45,23.869
5,7/16/22 11:00,24.255
5,7/16/22 11:15,23.869
5,7/16/22 11:30,23.966
5,7/16/22 11:45,25.319
5,7/16/22 12:00,25.416
5,7/16/22 12:15,25.513
5,7/16/22 12:30,25.61
5,7/16/22 12:45,25.513
5,7/16/22 13:00,25.513
5,7/16/22 13:15,25.513
5,7/16/22 13:30,25.513
5,7/16/22 13:45,25.416
5,7/16/22 14:00,25.416
5,7/16/22 14:15,25.416
5,7/16/22 14:30,25.416
5,7/16/22 14:45,25.416
5,7/16/22 15:00,25.416
5,7/16/22 15:15,25.416
5,7/16/22 15:30,25.416
5,7/16/22 15:45,25.416
5,7/16/22 16:00,25.416
5,7/16/22 16:15,25.416
5,7/16/22 16:30,25.319
5,7/16/22 16:45,25.416
5,7/16/22 17:00,25.416
5,7/16/22 17:15,25.416
5,7/16/22 17:30,25.416
5,7/16/22 17:45,25.416
5,7/16/22 18:00,25.416
5,7/16/22 18:15,25.319
5,7/16/22 18:30,25.319
5,7/16/22 18:45,25.319
5,7/16/22 19:00,25.319
5,7/16/22 19:15,25.319
5,7/16/22 19:30,25.416
5,7/16/22 19:45,25.319
